,Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,url
1781,Marina Blanton,University of Notre Dame - USA,2007,Assistant,Security & Privacy,Tyumen State Oil and Gas University - Russia,Ohio University - USA,Purdue University - USA,,http://cse.nd.edu/people/faculty,http://www.cse.nd.edu/~mblanton/vita-mblanton.pdf,/people/faculty
1782,Kevin Bowyer,University of Notre Dame - USA,1984,Full,Machine Learning & Pattern Recognition,,,Duke University - USA,,http://cse.nd.edu/people/faculty,https://www.linkedin.com/pub/kevin-w-bowyer/1/271/a14,/people/faculty
1783,Nitesh V. Chawla,University of Notre Dame - USA,2007,Associate,Data Mining,Pune University - Poona - India,University of South Florida - USA,University of South Florida - USA,,http://cse.nd.edu/people/faculty,,/people/faculty
1784,Danny Chen,University of Notre Dame - USA,1992,Full,Distributed & Parallel Computing,University of San Fransisco - USA,Purdue University - USA,Purdue University - USA,,http://cse.nd.edu/people/faculty,,/people/faculty
1785,David Chiang,University of Notre Dame - USA,2014,Associate,Natural Language & Speech,Harvard University - USA,Harvard University - USA,University of Pennsylvania - USA,,http://cse.nd.edu/people/faculty,http://www3.nd.edu/~dchiang/cv.html,/people/faculty
1786,Sidney D'Mello,University of Notre Dame - USA,2009,Assistant,Human-Computer Interaction,Christian Brothers University - USA,Memphis State University - USA,Memphis State University - USA,,http://cse.nd.edu/people/faculty,,/people/faculty
1787,Patrick J. Flynn,University of Notre Dame - USA,2001,Full,Computer Vision,Michigan State University - USA,Michigan State University - USA,Michigan State University - USA,,http://cse.nd.edu/people/faculty,http://engineering.nd.edu/profiles/pflynn,/people/faculty
1788,Jesus Izaguirre,University of Notre Dame - USA,1999,Associate,Bioinformatics & Computational Biology,Monterrey Institute of Technology and Higher Education - Mexico,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://cse.nd.edu/people/faculty,http://engineering.nd.edu/profiles/jizaguirre,/people/faculty
1789,Collin McMillan,University of Notre Dame - USA,,Assistant,Software Engineering,,,College of William and Mary - USA,,http://cse.nd.edu/people/faculty,http://www3.nd.edu/~cmc/,/people/faculty
1790,Tijana Milenkovic,University of Notre Dame - USA,2010,Assistant,Bioinformatics & Computational Biology,University of Sarajevo - Bosnia and Herzegovina,University of California - Irvine - USA,University of California - Irvine - USA,,http://cse.nd.edu/people/faculty,http://engineering.nd.edu/profiles/tmilenkovic,/people/faculty
1791,Christian Poellabauer,University of Notre Dame - USA,2004,Associate,Real-Time & Embedded Systems,Vienna University of Technology - Austria,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://cse.nd.edu/people/faculty,http://www3.nd.edu/~cpoellab/,/people/faculty
1792,Laurel Riek,University of Notre Dame - USA,2011,Assistant,Artificial Intelligence,Carnegie Mellon University - USA,,University of Cambridge - United Kingdom,,http://cse.nd.edu/people/faculty,http://www3.nd.edu/~lriek/,/people/faculty
1793,Douglas Thain,University of Notre Dame - USA,2004,Associate,Distributed & Parallel Computing,University of Minnesota - Twin Cities - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://cse.nd.edu/people/faculty,https://www.linkedin.com/pub/douglas-thain/70/b2b/b84,/people/faculty
1794,Chaoli Wang,University of Notre Dame - USA,2014,Associate,Scientific Computing,Fuzhou University - China,Fuzhou University - China,Ohio State University - USA,,http://cse.nd.edu/people/faculty,http://www3.nd.edu/~cwang11/chaoli.wang.pdf,/people/faculty
1795,Dong Wang,University of Notre Dame - USA,2014,Assistant,Data Mining, University of Electronic Science and Technology of China - China,Peking University - Beijing - China,University of Illinois at Urbana-Champaign - USA,,http://cse.nd.edu/people/faculty,http://www3.nd.edu/~dwang5/pdf/CV-DongWang-NotreDame.pdf,/people/faculty
1796,Tim Weninger,University of Notre Dame - USA,2013,Assistant,Networks & Communications,Kansas State University - USA,,University of Illinois at Urbana-Champaign - USA,,http://cse.nd.edu/people/faculty,https://www.linkedin.com/pub/tim-weninger/8/26/833,/people/faculty
1797,Aaron Roth,University of Pennsylvania,2011,Assistant,Algorithms & Theory,Columbia University - USA,,Carnegie Mellon University - USA,Microsoft Research - USA,http://www.cis.upenn.edu/~aaroth/,,/~aaroth/
1798,Alexander (Sasha) Rakhlin,University of Pennsylvania,2010,Assistant,Machine Learning & Pattern Recognition,Cornell University - USA,Cornell University - USA,Massachusetts Institute of Technology - USA,,http://www-stat.wharton.upenn.edu/~rakhlin/,,/~rakhlin/
1799,Andreas Haeberlen,University of Pennsylvania,2010,Assistant,Distributed & Parallel Computing,Karlsruhe Institute of Technology - Germany,,Rice University - USA,,http://www.cis.upenn.edu/~ahae/,,/~ahae/
1800,Ani Nenkova,University of Pennsylvania,2007,Associate,Natural Language & Speech,University of Edinburgh - United Kingdom,,Columbia University - USA,Stanford University - USA,http://www.cis.upenn.edu/~nenkova/,http://www.ilcc.inf.ed.ac.uk/events/ilcc-hcrc-seminar-series/seminar-ani-nenkova,/~nenkova/
1801,Benjamin C. Pierce,University of Pennsylvania,1998,Full,Programming Languages,Carnegie Mellon University - USA,,Carnegie Mellon University - USA,,http://www.cis.upenn.edu/~bcpierce/home.html,http://en.wikipedia.org/wiki/Benjamin_C._Pierce,/~bcpierce/home.html
1802,Boon Thau Loo,University of Pennsylvania,2006,Associate,Databases,University of California - Berkeley - USA,Stanford University - USA,University of California - Berkeley - USA,,http://www.cis.upenn.edu/~boonloo,,/~boonloo
1803,Camillo J. Taylor,University of Pennsylvania,1990,Full,Artificial Intelligence,Harvard University - USA,Yale University - USA,Yale University - USA,,http://www.cis.upenn.edu/~cjtaylor/home.html,http://www.stonybrook.edu/,/~cjtaylor/home.html
1804,Chris Callison-Burch,University of Pennsylvania,2013,Assistant,Natural Language & Speech,Stanford University - USA,,University of Edinburgh - United Kingdom,Johns Hopkins University - USA,http://www.cs.jhu.edu/~ccb/,,/~ccb/
1805,Insup Lee,University of Pennsylvania,1983,Full,Real-Time & Embedded Systems,University of North Carolina - Chapel Hill - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://www.cis.upenn.edu/~lee/home_lee.html,,/~lee/home_lee.html
1806,Jean Gallier,University of Pennsylvania,1978,Full,Graphics,Ecole Nationale des Ponts et Chaussees - France,,University of California - Los Angeles - USA,University of California - Santa Barbara - USA,http://www.cis.upenn.edu/~jean/home.html,http://www.cis.upenn.edu/~jean/vita2.pdf,/~jean/home.html
1807,Jianbo Shi,University of Pennsylvania,2003,Associate,Computer Vision,Cornell University - USA,Cornell University - USA,University of California - Berkeley - USA,,http://www.cis.upenn.edu/~jshi/,http://www.cis.upenn.edu/~jshi/jshi_bio.htm,/~jshi/
1808,Joe Devietti,University of Pennsylvania,2013,Assistant,Hardware & Architecture,University of Pennsylvania - USA,University of Washington - USA,University of Washington - USA,University of Washington - USA,http://www.cis.upenn.edu/~devietti/,http://www.cis.upenn.edu/newsletter/faculty-news/new-faculty/devietti.html,/~devietti/
1809,Kostas Daniilidis,University of Pennsylvania,1998,Full,Computer Vision,National Technical University of Athens - Greece,,Karlsruhe Institute of Technology - Germany,,http://www.cis.upenn.edu/departmental/faculty/,,/departmental/faculty/
1810,Ladislav Kavan,University of Pennsylvania,2013,Assistant,Graphics,Charles University - Prague - Czech Republic,Charles University - Prague - Czech Republic,Czech Technical University in Prague - Czech Republic,Czech Technical University in Prague - Czech Republic,http://www.seas.upenn.edu/~ladislav/,http://www.jarmilakavanova.cz/ladislav/CV.pdf,/~ladislav/
1811,Lyle Ungar,University of Pennsylvania,1990,Full,Machine Learning & Pattern Recognition,Stanford University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,http://www.cis.upenn.edu/~ungar/home.html,http://www.linkedin.com/pub/sampath-kannan/4/293/a80,/~ungar/home.html
1812,Matt Blaze,University of Pennsylvania,1994,Associate,Security & Privacy,City University of New York - USA,Columbia University - USA,Princeton University - USA,University of Pennsylvania - USA,http://www.crypto.com/research.html,,/research.html
1813,Max Mintz,University of Pennsylvania,1974,Full,Algorithms & Theory,Cornell University - USA,Cornell University - USA,Cornell University - USA,,http://www.cis.upenn.edu/~mintz,http://www.emtm.upenn.edu/insites/insite-spring2005/insite-ets-winter_spr2005.html,/~mintz
1814,Michael Kearns,University of Pennsylvania,2002,Full,Algorithms & Theory,University of California - Berkeley - USA,University of California - Berkeley - USA,Harvard University - USA,Massachusetts Institute of Technology - USA,http://www.cis.upenn.edu/~mkearns,http://rpinfo.rpi.edu/,/~mkearns
1815,Milo Martin,University of Pennsylvania,2004,Associate,Databases,,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,http://www.cis.upenn.edu/~milom/,,/~milom/
1816,Mitch Marcus,University of Pennsylvania,1987,Full,Natural Language & Speech,Harvard University - USA,,Massachusetts Institute of Technology - USA,University of Pennsylvania - USA,http://www.cis.upenn.edu/~mitch/home.html,,/~mitch/home.html
1817,Nadia Heninger,University of Pennsylvania,2013,Assistant,Security & Privacy,University of California - Berkeley - USA,Princeton University - USA,Princeton University - USA,University of California - San Diego - USA,http://www.cis.upenn.edu/~nadiah/,,/~nadiah/
1818,Rajeev Alur,University of Pennsylvania,2003,Full,Computer Education,Indian Institute of Technology - Kanpur - India,,Stanford University - USA,,http://www.cis.upenn.edu/~alur/cv.pdf,,/~alur/cv.pdf
1819,Rakesh Vohra,University of Pennsylvania,1984,Full,Algorithms & Theory,University College London - United Kingdom,London School of Economics - United Kingdom,University of Maryland - College Park - USA,,http://www.seas.upenn.edu/directory/profile.php?ID=192,,/directory/profile.php?ID=192
1820,Sampath Kannan,University of Pennsylvania,,Full,Algorithms & Theory,,,University of California - Berkeley - USA,Rutgers - State University of New Jersey - New Brunswick - USA,http://www.cis.upenn.edu/~kannan/,,/~kannan/
1821,Sanjeev Khanna,University of Pennsylvania,,Full,Algorithms & Theory,Birla Institute of Technology and Science - Pilani - India,,Stanford University - USA,,http://www.cis.upenn.edu/~sanjeev/,,/~sanjeev/
1822,Stephanie Weirich,University of Pennsylvania,2002,Associate,Programming Languages,Rice University - USA,Cornell University - USA,Cornell University - USA,,http://www.cis.upenn.edu/~sweirich/,,/~sweirich/
1823,Steve Zdancewic,University of Pennsylvania,2002,Associate,Programming Languages,Carnegie Mellon University - USA,Cornell University - USA,Cornell University - USA,,http://www.cis.upenn.edu/~stevez,http://engineering.wustl.edu/facultybio.aspx?faculty=161,/~stevez
1824,Sudipto Guha,University of Pennsylvania,,Associate,Algorithms & Theory,,,Stanford University - USA,,http://www.cis.upenn.edu/~sudipto/,,/~sudipto/
1825,Susan B. Davidson,University of Pennsylvania,1998,Full,Databases,Cornell University - USA,Princeton University - USA,Princeton University - USA,University of Pennsylvania - USA,http://www.cis.upenn.edu/~susan/cv.pdf,,/~susan/cv.pdf
1826,Val Tannen,University of Pennsylvania,1997,Full,Databases,,,Massachusetts Institute of Technology - USA,,https://www.cs.umass.edu/speakers/val-tannen/2013/oct/10,,/speakers/val-tannen/2013/oct/10
1827,Zach Ives,University of Pennsylvania,1998,Associate,Databases,Sonoma State University - USA,,University of Washington - USA,,http://www.cis.upenn.edu/~zives/,https://www.seas.upenn.edu/directory/profile.php?ID=39,/~zives/
1828,Shi-Kuo Chang,University of Pittsburgh,1986,Full,Multimedia,National Taiwan University - Taipei - Taiwan,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=58,,/people/faculty_listing.php?id=58
1829,Donald Chiarulli,University of Pittsburgh,1986,Full,Distributed & Parallel Computing,Louisiana State University - USA,Virginia Polytechnic Institute and State University - USA,Louisiana State University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=59,,/people/faculty_listing.php?id=59
1830,Bruce Childers,University of Pittsburgh,2000,Full,Hardware & Architecture,College of William and Mary - USA,,University of Virginia - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=60,http://people.cs.pitt.edu/~childers/,/people/faculty_listing.php?id=60
1831,Sangyeun Cho,University of Pittsburgh,2004,Associate,Hardware & Architecture,Seoul National University - Seoul - Korea,,University of Minnesota - Twin Cities - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=204,,/people/faculty_listing.php?id=204
1832,Panos Chrysanthis,University of Pittsburgh,1991,Full,Databases,University of Athens - Greece,,University of Massachusetts - Amherst - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=61,,/people/faculty_listing.php?id=61
1833,Robert Daley,University of Pittsburgh,1975,Full,Algorithms & Theory,Carnegie Institute of Technology - USA,,Carnegie Mellon University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=63,,/people/faculty_listing.php?id=63
1834,Milos Hauskrecht,University of Pittsburgh,,Associate,Artificial Intelligence,,Slovak Technical University - Bratislava - Slovakia,Massachusetts Institute of Technology - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=64,,/people/faculty_listing.php?id=64
1835,Rebecca Hwa,University of Pittsburgh,2003,Associate,Artificial Intelligence,University of California - Los Angeles - USA,,Harvard University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=65,,/people/faculty_listing.php?id=65
1836,Alexandros Labrinidis,University of Pittsburgh,2002,Associate,Databases,University of Crete - Greece,University of Crete - Greece,University of Maryland - College Park - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=2,http://pittsburgh.academia.edu/AlexandrosLabrinidis,/people/faculty_listing.php?id=2
1837,John Lange,University of Pittsburgh,2010,Assistant,Operating Systems,Northwestern University - USA,Northwestern University - USA,Northwestern University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=1230,,/people/faculty_listing.php?id=1230
1838,Adam Lee,University of Pittsburgh,2008,Associate,Security & Privacy,Cornell University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=379,,/people/faculty_listing.php?id=379
1839,Diane Litman,University of Pittsburgh,2001,Full,Artificial Intelligence,College of William and Mary - USA,University of Rochester - USA,University of Rochester - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=68,http://people.cs.pitt.edu/~litman/,/people/faculty_listing.php?id=68
